"cust","date"
4415,1970-01-01
4416,1970-01-01
4417,1970-01-01
4418,1970-01-01
4418,1971-01-01
4418,1972-01-01
4418,1973-01-01
4418,1974-01-01
4418,1975-01-01
4418,1976-01-01
4418,1977-01-01
4418,1978-01-01
4418,1979-01-01
4418,1980-01-01
4418,1981-01-01
4418,1982-01-01
4418,1983-01-01
4419,1970-01-01
4419,1971-01-01
4420,1970-01-01
4421,1970-01-01
4422,1970-01-01
4422,1971-01-01
4422,1972-01-01
4422,1973-01-01
4422,1974-01-01
4423,1970-01-01
4423,1971-01-01
4423,1973-01-01
4423,1975-01-01
4423,1977-01-01
4423,1981-01-01
4424,1970-01-01
4425,1970-01-01
4426,1970-01-01
4427,1970-01-01
4427,1973-01-01
4427,1974-01-01
4427,1977-01-01
4427,1983-01-01
4428,1970-01-01
4429,1970-01-01
4429,1971-01-01
4429,1972-01-01
4429,1973-01-01
4429,1974-01-01
4429,1975-01-01
4429,1977-01-01
4430,1970-01-01
4430,1971-01-01
4430,1973-01-01
4430,1974-01-01
4430,1975-01-01
4430,1976-01-01
4430,1977-01-01
4430,1978-01-01
4430,1979-01-01
4431,1970-01-01
4431,1971-01-01
4431,1972-01-01
4431,1973-01-01
4431,1975-01-01
4431,1976-01-01
4431,1977-01-01
4431,1978-01-01
4431,1979-01-01
4431,1980-01-01
4431,1982-01-01
4431,1983-01-01
4432,1970-01-01
4432,1971-01-01
4432,1972-01-01
4432,1973-01-01
4432,1974-01-01
4432,1975-01-01
4432,1976-01-01
4432,1977-01-01
4432,1978-01-01
4432,1979-01-01
4432,1981-01-01
4432,1982-01-01
4433,1970-01-01
4433,1971-01-01
4433,1972-01-01
4433,1973-01-01
4433,1974-01-01
4433,1975-01-01
4433,1976-01-01
4434,1970-01-01
4434,1972-01-01
4434,1977-01-01
4434,1978-01-01
4434,1979-01-01
4435,1970-01-01
4435,1971-01-01
4435,1972-01-01
4436,1970-01-01
4436,1971-01-01
4436,1974-01-01
4436,1975-01-01
4436,1977-01-01
4436,1979-01-01
4436,1981-01-01
4436,1982-01-01
4437,1970-01-01
4437,1971-01-01
4437,1972-01-01
4437,1973-01-01
4437,1974-01-01
4437,1975-01-01
4437,1976-01-01
4437,1977-01-01
4437,1978-01-01
4437,1979-01-01
4437,1980-01-01
4437,1981-01-01
4437,1982-01-01
4437,1983-01-01
4438,1970-01-01
4438,1972-01-01
4438,1974-01-01
4438,1975-01-01
4438,1976-01-01
4438,1978-01-01
4438,1979-01-01
4438,1981-01-01
4438,1982-01-01
4439,1970-01-01
4439,1971-01-01
4439,1972-01-01
4439,1973-01-01
4439,1975-01-01
4439,1976-01-01
4439,1979-01-01
4439,1980-01-01
4439,1983-01-01
4440,1970-01-01
4441,1970-01-01
4441,1971-01-01
4441,1972-01-01
4441,1973-01-01
4441,1974-01-01
4441,1975-01-01
4441,1976-01-01
4441,1977-01-01
4441,1978-01-01
4441,1979-01-01
4441,1980-01-01
4442,1970-01-01
4442,1971-01-01
4442,1972-01-01
4442,1973-01-01
4442,1974-01-01
4442,1975-01-01
4442,1976-01-01
4442,1977-01-01
4442,1978-01-01
4442,1979-01-01
4442,1980-01-01
4442,1981-01-01
4442,1982-01-01
4442,1983-01-01
4443,1970-01-01
4443,1971-01-01
4443,1972-01-01
4443,1973-01-01
4443,1974-01-01
4443,1975-01-01
4443,1976-01-01
4443,1977-01-01
4443,1978-01-01
4443,1980-01-01
4443,1981-01-01
4443,1983-01-01
4444,1970-01-01
4444,1971-01-01
4444,1972-01-01
4444,1973-01-01
4444,1974-01-01
4444,1975-01-01
4444,1976-01-01
4444,1977-01-01
4444,1978-01-01
4444,1980-01-01
4444,1982-01-01
4444,1983-01-01
4445,1970-01-01
4445,1971-01-01
4445,1972-01-01
4445,1974-01-01
4445,1975-01-01
4445,1976-01-01
4445,1979-01-01
4445,1980-01-01
4445,1981-01-01
4445,1982-01-01
4445,1983-01-01
4446,1970-01-01
4447,1970-01-01
4447,1971-01-01
4447,1972-01-01
4448,1970-01-01
4449,1970-01-01
4449,1971-01-01
4449,1973-01-01
4449,1974-01-01
4449,1975-01-01
4449,1976-01-01
4449,1977-01-01
4449,1978-01-01
4449,1979-01-01
4449,1980-01-01
4449,1982-01-01
4449,1983-01-01
4450,1970-01-01
4450,1971-01-01
4450,1972-01-01
4450,1973-01-01
4450,1974-01-01
4450,1975-01-01
4451,1970-01-01
4451,1973-01-01
4451,1975-01-01
4451,1978-01-01
4452,1970-01-01
4452,1971-01-01
4452,1972-01-01
4453,1970-01-01
4454,1970-01-01
4455,1970-01-01
4456,1970-01-01
4457,1970-01-01
4458,1970-01-01
4459,1970-01-01
4460,1970-01-01
4460,1971-01-01
4460,1972-01-01
4460,1973-01-01
4460,1974-01-01
4460,1975-01-01
4460,1976-01-01
4460,1977-01-01
4460,1979-01-01
4460,1980-01-01
4460,1981-01-01
4460,1982-01-01
4460,1983-01-01
4461,1970-01-01
4462,1970-01-01
4462,1971-01-01
4463,1970-01-01
4463,1971-01-01
4463,1972-01-01
4463,1973-01-01
4463,1974-01-01
4463,1976-01-01
4463,1977-01-01
4463,1979-01-01
4463,1981-01-01
4463,1982-01-01
4463,1983-01-01
4464,1970-01-01
4464,1971-01-01
4464,1972-01-01
4464,1973-01-01
4464,1974-01-01
4464,1975-01-01
4464,1977-01-01
4464,1978-01-01
4464,1980-01-01
4464,1981-01-01
4464,1982-01-01
4464,1983-01-01
4465,1970-01-01
4465,1972-01-01
4465,1973-01-01
4465,1975-01-01
4465,1976-01-01
4465,1981-01-01
4465,1982-01-01
4466,1970-01-01
4466,1972-01-01
4466,1974-01-01
4466,1975-01-01
4466,1976-01-01
4466,1977-01-01
4466,1978-01-01
4466,1979-01-01
4466,1980-01-01
4466,1983-01-01
4467,1970-01-01
4467,1971-01-01
4467,1972-01-01
4467,1973-01-01
4467,1974-01-01
4468,1970-01-01
4468,1971-01-01
4469,1970-01-01
4469,1971-01-01
4469,1972-01-01
4469,1974-01-01
4469,1975-01-01
4469,1976-01-01
4469,1977-01-01
4469,1979-01-01
4469,1981-01-01
4469,1982-01-01
4469,1983-01-01
4470,1970-01-01
4471,1970-01-01
4471,1971-01-01
4471,1972-01-01
4472,1970-01-01
4472,1971-01-01
4472,1972-01-01
4472,1973-01-01
4472,1974-01-01
4472,1976-01-01
4472,1977-01-01
4472,1978-01-01
4472,1979-01-01
4472,1981-01-01
4472,1983-01-01
4473,1970-01-01
4474,1970-01-01
4474,1971-01-01
4475,1970-01-01
4475,1971-01-01
4475,1972-01-01
4475,1973-01-01
4475,1974-01-01
4475,1975-01-01
4475,1976-01-01
4475,1977-01-01
4475,1978-01-01
4475,1979-01-01
4475,1980-01-01
4475,1981-01-01
4475,1982-01-01
4475,1983-01-01
4476,1970-01-01
4477,1970-01-01
4477,1971-01-01
4477,1972-01-01
4477,1973-01-01
4477,1974-01-01
4477,1975-01-01
4477,1976-01-01
4477,1978-01-01
4477,1979-01-01
4478,1970-01-01
4478,1971-01-01
4478,1972-01-01
4478,1973-01-01
4478,1974-01-01
4478,1975-01-01
4478,1976-01-01
4478,1977-01-01
4478,1978-01-01
4478,1980-01-01
4478,1982-01-01
4478,1983-01-01
4479,1970-01-01
4480,1970-01-01
4481,1970-01-01
4482,1970-01-01
4483,1970-01-01
4483,1971-01-01
4484,1970-01-01
4484,1974-01-01
4485,1970-01-01
4485,1971-01-01
4485,1972-01-01
4485,1974-01-01
4485,1975-01-01
4485,1976-01-01
4485,1977-01-01
4485,1979-01-01
4485,1980-01-01
4485,1981-01-01
4486,1970-01-01
4486,1971-01-01
4486,1972-01-01
4487,1970-01-01
4487,1972-01-01
4488,1970-01-01
4488,1971-01-01
4488,1972-01-01
4488,1973-01-01
4488,1974-01-01
4488,1975-01-01
4488,1976-01-01
4488,1977-01-01
4488,1978-01-01
4488,1979-01-01
4488,1980-01-01
4488,1981-01-01
4488,1982-01-01
4488,1983-01-01
4489,1970-01-01
4490,1970-01-01
4490,1973-01-01
4490,1976-01-01
4490,1977-01-01
4490,1978-01-01
4490,1982-01-01
4491,1970-01-01
4491,1971-01-01
4491,1972-01-01
4491,1973-01-01
4491,1974-01-01
4491,1975-01-01
4491,1976-01-01
4491,1977-01-01
4491,1978-01-01
4491,1979-01-01
4491,1980-01-01
4491,1981-01-01
4491,1982-01-01
4491,1983-01-01
4492,1970-01-01
4493,1970-01-01
4493,1971-01-01
4494,1970-01-01
4494,1971-01-01
4494,1972-01-01
4494,1973-01-01
4495,1970-01-01
4495,1971-01-01
4495,1972-01-01
4495,1973-01-01
4495,1974-01-01
4495,1975-01-01
4495,1976-01-01
4495,1977-01-01
4495,1978-01-01
4495,1979-01-01
4495,1981-01-01
4495,1982-01-01
4495,1983-01-01
4496,1970-01-01
4497,1970-01-01
4497,1971-01-01
4497,1972-01-01
4497,1973-01-01
4497,1974-01-01
4497,1975-01-01
4497,1976-01-01
4497,1977-01-01
4497,1978-01-01
4497,1980-01-01
4497,1981-01-01
4497,1982-01-01
4497,1983-01-01
4498,1970-01-01
4499,1970-01-01
4499,1972-01-01
4499,1973-01-01
4499,1975-01-01
4499,1976-01-01
4499,1977-01-01
4499,1978-01-01
4499,1979-01-01
4499,1980-01-01
4499,1981-01-01
4499,1982-01-01
4499,1983-01-01
4500,1970-01-01
4500,1971-01-01
4501,1970-01-01
4502,1970-01-01
4503,1970-01-01
4503,1971-01-01
4503,1972-01-01
4503,1973-01-01
4503,1974-01-01
4503,1975-01-01
4503,1976-01-01
4503,1977-01-01
4503,1978-01-01
4503,1979-01-01
4503,1980-01-01
4503,1981-01-01
4503,1982-01-01
4503,1983-01-01
4504,1970-01-01
4504,1971-01-01
4504,1972-01-01
4504,1973-01-01
4504,1974-01-01
4504,1975-01-01
4504,1976-01-01
4504,1977-01-01
4504,1978-01-01
4504,1979-01-01
4504,1980-01-01
4504,1981-01-01
4504,1982-01-01
4504,1983-01-01
4505,1970-01-01
4505,1971-01-01
4505,1972-01-01
4505,1973-01-01
4505,1974-01-01
4505,1975-01-01
4505,1976-01-01
4505,1977-01-01
4505,1978-01-01
4505,1979-01-01
4505,1980-01-01
4505,1981-01-01
4505,1982-01-01
4505,1983-01-01
4506,1970-01-01
4506,1979-01-01
4507,1970-01-01
4508,1970-01-01
4508,1971-01-01
4508,1972-01-01
4508,1973-01-01
4508,1974-01-01
4508,1975-01-01
4508,1976-01-01
4508,1977-01-01
4508,1978-01-01
4508,1979-01-01
4508,1980-01-01
4508,1981-01-01
4508,1982-01-01
4508,1983-01-01
4509,1970-01-01
4510,1970-01-01
4510,1972-01-01
4510,1975-01-01
4510,1976-01-01
4510,1978-01-01
4510,1980-01-01
4510,1981-01-01
4511,1970-01-01
4511,1971-01-01
4511,1972-01-01
4512,1970-01-01
4512,1972-01-01
4512,1973-01-01
4512,1974-01-01
4512,1976-01-01
4512,1977-01-01
4512,1979-01-01
4512,1980-01-01
4512,1981-01-01
4512,1982-01-01
4512,1983-01-01
4513,1970-01-01
4514,1970-01-01
4514,1975-01-01
4514,1976-01-01
4514,1977-01-01
4514,1981-01-01
4514,1982-01-01
4515,1970-01-01
4515,1979-01-01
4515,1983-01-01
4516,1970-01-01
4517,1970-01-01
4517,1971-01-01
4517,1973-01-01
4517,1974-01-01
4517,1975-01-01
4517,1976-01-01
4517,1977-01-01
4517,1978-01-01
4517,1979-01-01
4517,1980-01-01
4517,1981-01-01
4517,1982-01-01
4517,1983-01-01
4518,1970-01-01
4519,1970-01-01
4519,1971-01-01
4520,1970-01-01
4521,1970-01-01
4522,1970-01-01
4522,1971-01-01
4522,1974-01-01
4522,1976-01-01
4522,1978-01-01
4522,1979-01-01
4523,1970-01-01
4523,1971-01-01
4523,1972-01-01
4523,1973-01-01
4523,1974-01-01
4523,1975-01-01
4523,1976-01-01
4523,1977-01-01
4523,1978-01-01
4523,1979-01-01
4523,1980-01-01
4523,1981-01-01
4523,1982-01-01
4523,1983-01-01
4524,1970-01-01
4525,1970-01-01
4525,1973-01-01
4525,1974-01-01
4525,1977-01-01
4525,1978-01-01
4525,1979-01-01
4525,1980-01-01
4525,1983-01-01
4526,1970-01-01
4527,1970-01-01
4527,1972-01-01
4528,1970-01-01
4528,1971-01-01
4528,1972-01-01
4528,1973-01-01
4528,1974-01-01
4528,1975-01-01
4529,1970-01-01
4530,1970-01-01
4531,1970-01-01
4531,1971-01-01
4531,1972-01-01
4531,1973-01-01
4531,1974-01-01
4531,1975-01-01
4531,1976-01-01
4531,1977-01-01
4531,1978-01-01
4531,1979-01-01
4531,1980-01-01
4531,1981-01-01
4531,1982-01-01
4531,1983-01-01
4532,1970-01-01
4532,1971-01-01
4532,1972-01-01
4532,1974-01-01
4532,1975-01-01
4532,1977-01-01
4532,1978-01-01
4532,1979-01-01
4532,1980-01-01
4532,1981-01-01
4532,1982-01-01
4532,1983-01-01
4533,1970-01-01
4533,1971-01-01
4533,1972-01-01
4533,1973-01-01
4533,1974-01-01
4533,1975-01-01
4533,1976-01-01
4533,1977-01-01
4533,1978-01-01
4533,1979-01-01
4533,1980-01-01
4533,1981-01-01
4533,1982-01-01
4533,1983-01-01
4534,1970-01-01
4534,1971-01-01
4534,1972-01-01
4534,1973-01-01
4534,1974-01-01
4534,1975-01-01
4534,1976-01-01
4534,1977-01-01
4535,1970-01-01
4536,1970-01-01
4536,1972-01-01
4536,1978-01-01
4536,1979-01-01
4536,1981-01-01
4536,1982-01-01
4537,1970-01-01
4538,1970-01-01
4538,1971-01-01
4538,1972-01-01
4538,1973-01-01
4538,1974-01-01
4538,1975-01-01
4538,1976-01-01
4538,1977-01-01
4538,1978-01-01
4538,1979-01-01
4538,1980-01-01
4538,1981-01-01
4538,1982-01-01
4538,1983-01-01
4539,1970-01-01
4539,1971-01-01
4539,1972-01-01
4539,1973-01-01
4540,1970-01-01
4540,1971-01-01
4540,1972-01-01
4540,1973-01-01
4540,1974-01-01
4540,1976-01-01
4540,1977-01-01
4541,1970-01-01
4542,1970-01-01
4542,1971-01-01
4542,1972-01-01
4543,1970-01-01
4544,1970-01-01
4544,1971-01-01
4544,1972-01-01
4544,1973-01-01
4545,1970-01-01
4545,1973-01-01
4545,1974-01-01
4545,1977-01-01
4546,1970-01-01
4547,1970-01-01
4547,1971-01-01
4547,1972-01-01
4547,1973-01-01
4547,1976-01-01
4547,1977-01-01
4547,1978-01-01
4547,1979-01-01
4547,1980-01-01
4547,1981-01-01
4547,1982-01-01
4547,1983-01-01
4548,1970-01-01
4548,1972-01-01
4548,1973-01-01
4548,1974-01-01
4548,1975-01-01
4548,1976-01-01
4548,1977-01-01
4548,1978-01-01
4548,1979-01-01
4548,1980-01-01
4548,1981-01-01
4548,1982-01-01
4549,1970-01-01
4549,1971-01-01
4549,1972-01-01
4549,1975-01-01
4549,1976-01-01
4549,1977-01-01
4549,1978-01-01
4549,1979-01-01
4549,1981-01-01
4550,1970-01-01
4551,1970-01-01
4552,1970-01-01
4552,1971-01-01
4552,1972-01-01
4552,1973-01-01
4552,1974-01-01
4552,1975-01-01
4552,1976-01-01
4552,1977-01-01
4552,1978-01-01
4552,1979-01-01
4552,1980-01-01
4552,1981-01-01
4552,1982-01-01
4552,1983-01-01
4553,1970-01-01
4553,1972-01-01
4554,1970-01-01
4555,1970-01-01
4555,1971-01-01
4555,1972-01-01
4555,1973-01-01
4555,1974-01-01
4556,1970-01-01
4556,1971-01-01
4556,1972-01-01
4556,1973-01-01
4556,1974-01-01
4556,1975-01-01
4556,1976-01-01
4556,1977-01-01
4556,1978-01-01
4556,1979-01-01
4556,1981-01-01
4556,1982-01-01
4556,1983-01-01
4557,1970-01-01
4557,1971-01-01
4557,1973-01-01
4557,1974-01-01
4557,1975-01-01
4557,1977-01-01
4557,1978-01-01
4557,1979-01-01
4557,1980-01-01
4557,1981-01-01
4557,1982-01-01
4557,1983-01-01
4558,1970-01-01
4558,1971-01-01
4558,1972-01-01
4558,1973-01-01
4558,1974-01-01
4558,1975-01-01
4558,1976-01-01
4558,1978-01-01
4559,1970-01-01
4559,1971-01-01
4559,1972-01-01
4559,1974-01-01
4560,1970-01-01
4561,1970-01-01
4562,1970-01-01
4562,1974-01-01
4562,1975-01-01
4562,1981-01-01
4563,1970-01-01
4563,1971-01-01
4563,1972-01-01
4563,1973-01-01
4563,1974-01-01
4563,1975-01-01
4563,1976-01-01
4563,1977-01-01
4563,1978-01-01
4563,1979-01-01
4563,1980-01-01
4563,1981-01-01
4563,1982-01-01
4563,1983-01-01
4564,1970-01-01
4564,1972-01-01
4564,1973-01-01
4564,1974-01-01
4564,1975-01-01
4564,1976-01-01
4564,1977-01-01
4564,1978-01-01
4564,1981-01-01
4564,1983-01-01
4565,1970-01-01
4565,1974-01-01
4565,1976-01-01
4565,1977-01-01
4565,1978-01-01
4565,1979-01-01
4566,1970-01-01
4566,1971-01-01
4566,1972-01-01
4566,1973-01-01
4566,1974-01-01
4566,1976-01-01
4566,1978-01-01
4566,1979-01-01
4566,1980-01-01
4566,1982-01-01
4566,1983-01-01
4567,1970-01-01
4567,1972-01-01
4568,1970-01-01
4569,1970-01-01
4570,1970-01-01
4571,1970-01-01
4572,1970-01-01
4572,1971-01-01
4572,1972-01-01
4572,1973-01-01
4572,1974-01-01
4572,1975-01-01
4572,1976-01-01
4573,1970-01-01
4573,1971-01-01
4573,1972-01-01
4574,1970-01-01
4574,1973-01-01
4574,1974-01-01
4574,1977-01-01
4574,1978-01-01
4574,1979-01-01
4574,1980-01-01
4574,1981-01-01
4574,1982-01-01
4574,1983-01-01
4575,1970-01-01
4576,1970-01-01
4576,1971-01-01
4576,1972-01-01
4576,1973-01-01
4576,1974-01-01
4577,1970-01-01
4577,1971-01-01
4577,1972-01-01
4578,1970-01-01
4578,1971-01-01
4578,1972-01-01
4579,1970-01-01
4579,1973-01-01
4579,1974-01-01
4579,1976-01-01
4579,1977-01-01
4579,1978-01-01
4579,1979-01-01
4580,1970-01-01
4581,1970-01-01
4581,1971-01-01
4581,1973-01-01
4581,1974-01-01
4581,1976-01-01
4581,1977-01-01
4581,1978-01-01
4581,1979-01-01
4581,1980-01-01
4581,1982-01-01
4581,1983-01-01
4582,1970-01-01
4583,1970-01-01
4583,1971-01-01
4583,1972-01-01
4583,1973-01-01
4583,1974-01-01
4583,1975-01-01
4583,1977-01-01
4583,1978-01-01
4583,1979-01-01
4583,1981-01-01
4583,1982-01-01
4584,1970-01-01
4585,1970-01-01
4585,1971-01-01
4585,1972-01-01
4585,1973-01-01
4585,1974-01-01
4585,1976-01-01
4585,1977-01-01
4586,1970-01-01
4586,1971-01-01
4586,1972-01-01
4586,1973-01-01
4586,1974-01-01
4586,1975-01-01
4586,1976-01-01
4586,1978-01-01
4586,1980-01-01
4586,1982-01-01
4586,1983-01-01
4587,1970-01-01
4587,1971-01-01
4587,1972-01-01
4587,1973-01-01
4587,1974-01-01
4587,1975-01-01
4587,1976-01-01
4587,1977-01-01
4587,1978-01-01
4587,1979-01-01
4587,1980-01-01
4587,1981-01-01
4587,1982-01-01
4587,1983-01-01
4588,1970-01-01
4588,1971-01-01
4588,1972-01-01
4588,1973-01-01
4588,1974-01-01
4588,1975-01-01
4589,1970-01-01
4589,1973-01-01
4589,1975-01-01
4589,1978-01-01
4589,1982-01-01
4590,1970-01-01
4590,1971-01-01
4590,1972-01-01
4590,1973-01-01
4590,1974-01-01
4590,1975-01-01
4590,1976-01-01
4590,1977-01-01
4590,1978-01-01
4590,1979-01-01
4590,1980-01-01
4590,1981-01-01
4590,1982-01-01
4590,1983-01-01
4591,1970-01-01
4591,1971-01-01
4591,1972-01-01
4591,1973-01-01
4591,1974-01-01
4591,1975-01-01
4591,1977-01-01
4591,1979-01-01
4591,1982-01-01
4591,1983-01-01
4592,1970-01-01
4592,1971-01-01
4592,1972-01-01
4592,1973-01-01
4592,1974-01-01
4592,1975-01-01
4592,1976-01-01
4592,1977-01-01
4592,1978-01-01
4592,1979-01-01
4592,1980-01-01
4592,1981-01-01
4592,1982-01-01
4592,1983-01-01
4593,1970-01-01
4594,1970-01-01
4594,1971-01-01
4594,1972-01-01
4594,1973-01-01
4594,1975-01-01
4594,1976-01-01
4594,1979-01-01
4594,1980-01-01
4594,1981-01-01
4594,1982-01-01
4594,1983-01-01
4595,1970-01-01
4595,1971-01-01
4595,1972-01-01
4595,1973-01-01
4595,1974-01-01
4595,1975-01-01
4595,1976-01-01
4595,1977-01-01
4595,1979-01-01
4595,1980-01-01
4595,1981-01-01
4595,1983-01-01
4596,1970-01-01
4597,1970-01-01
4598,1970-01-01
4598,1971-01-01
4598,1975-01-01
4598,1978-01-01
4598,1979-01-01
4598,1980-01-01
4598,1981-01-01
4598,1983-01-01
4599,1970-01-01
4599,1971-01-01
4599,1974-01-01
4599,1976-01-01
4599,1977-01-01
4599,1978-01-01
4599,1981-01-01
4599,1983-01-01
4600,1970-01-01
4601,1970-01-01
4601,1971-01-01
4601,1972-01-01
4601,1973-01-01
4601,1975-01-01
4602,1970-01-01
4602,1971-01-01
4602,1972-01-01
4602,1974-01-01
4602,1976-01-01
4602,1977-01-01
4602,1980-01-01
4602,1981-01-01
4602,1983-01-01
4603,1970-01-01
4603,1971-01-01
4603,1972-01-01
4603,1973-01-01
4604,1970-01-01
4605,1970-01-01
4605,1971-01-01
4605,1972-01-01
4606,1970-01-01
4606,1973-01-01
4606,1974-01-01
4606,1979-01-01
4606,1983-01-01
4607,1970-01-01
4608,1970-01-01
4608,1971-01-01
4608,1972-01-01
4608,1973-01-01
4608,1975-01-01
4608,1976-01-01
4608,1977-01-01
4608,1978-01-01
4608,1979-01-01
4608,1980-01-01
4608,1981-01-01
4608,1982-01-01
4609,1970-01-01
4609,1971-01-01
4609,1974-01-01
4609,1975-01-01
4609,1976-01-01
4609,1979-01-01
4609,1983-01-01
4610,1970-01-01
4610,1975-01-01
4611,1970-01-01
4611,1973-01-01
4611,1974-01-01
4611,1977-01-01
4611,1978-01-01
4611,1979-01-01
4611,1980-01-01
4611,1981-01-01
4611,1982-01-01
4612,1970-01-01
4612,1971-01-01
4612,1973-01-01
4612,1977-01-01
4612,1979-01-01
4612,1980-01-01
4612,1981-01-01
4612,1982-01-01
4613,1970-01-01
4614,1970-01-01
4614,1971-01-01
4614,1972-01-01
4614,1973-01-01
4614,1974-01-01
4614,1975-01-01
4614,1976-01-01
4614,1977-01-01
4614,1978-01-01
4614,1979-01-01
4614,1980-01-01
4614,1981-01-01
4614,1982-01-01
4614,1983-01-01
4615,1970-01-01
4615,1971-01-01
4615,1972-01-01
4615,1974-01-01
4615,1975-01-01
4615,1976-01-01
4615,1977-01-01
4615,1978-01-01
4615,1979-01-01
4615,1980-01-01
4615,1981-01-01
4615,1983-01-01
4616,1970-01-01
4616,1971-01-01
4616,1972-01-01
4616,1973-01-01
4616,1974-01-01
4616,1975-01-01
4616,1976-01-01
4616,1977-01-01
4616,1978-01-01
4616,1979-01-01
4616,1980-01-01
4616,1981-01-01
4617,1970-01-01
4617,1973-01-01
4617,1974-01-01
4617,1975-01-01
4617,1976-01-01
4617,1978-01-01
4617,1979-01-01
4617,1981-01-01
4617,1983-01-01
4618,1970-01-01
4618,1971-01-01
4618,1972-01-01
4618,1973-01-01
4618,1974-01-01
4618,1975-01-01
4619,1970-01-01
4619,1971-01-01
4619,1972-01-01
4619,1973-01-01
4620,1970-01-01
4621,1970-01-01
4621,1971-01-01
4621,1972-01-01
4621,1974-01-01
4621,1975-01-01
4621,1976-01-01
4621,1977-01-01
4621,1978-01-01
4622,1970-01-01
4622,1973-01-01
4623,1970-01-01
4623,1972-01-01
4624,1970-01-01
4624,1971-01-01
4624,1972-01-01
4624,1973-01-01
4624,1974-01-01
4624,1975-01-01
4624,1976-01-01
4624,1977-01-01
4624,1979-01-01
4624,1980-01-01
4624,1981-01-01
4624,1983-01-01
4625,1970-01-01
4625,1971-01-01
4626,1970-01-01
4626,1971-01-01
4627,1970-01-01
4627,1973-01-01
4627,1974-01-01
4628,1970-01-01
4628,1971-01-01
4628,1972-01-01
4628,1973-01-01
4628,1974-01-01
4629,1970-01-01
4629,1971-01-01
4630,1970-01-01
4631,1970-01-01
4631,1971-01-01
4631,1972-01-01
4631,1973-01-01
4631,1974-01-01
4631,1975-01-01
4631,1976-01-01
4631,1977-01-01
4631,1978-01-01
4631,1979-01-01
4631,1980-01-01
4631,1981-01-01
4631,1982-01-01
4631,1983-01-01
4632,1970-01-01
4632,1975-01-01
4632,1976-01-01
4633,1970-01-01
4634,1970-01-01
4634,1971-01-01
4635,1970-01-01
4635,1971-01-01
4635,1972-01-01
4635,1976-01-01
4635,1977-01-01
4635,1979-01-01
4635,1981-01-01
4636,1970-01-01
4637,1970-01-01
4638,1970-01-01
4638,1971-01-01
4638,1974-01-01
4639,1970-01-01
4640,1970-01-01
4640,1971-01-01
4641,1970-01-01
4641,1971-01-01
4641,1972-01-01
4641,1973-01-01
4641,1974-01-01
4641,1975-01-01
4641,1976-01-01
4641,1977-01-01
4641,1978-01-01
4642,1970-01-01
4642,1971-01-01
4642,1972-01-01
4642,1973-01-01
4642,1974-01-01
4642,1976-01-01
4642,1977-01-01
4642,1979-01-01
4642,1980-01-01
4643,1970-01-01
4643,1971-01-01
4643,1972-01-01
4644,1970-01-01
4644,1982-01-01
4645,1970-01-01
4645,1973-01-01
4645,1974-01-01
4645,1975-01-01
4645,1976-01-01
4645,1979-01-01
4645,1980-01-01
4645,1981-01-01
4645,1983-01-01
4646,1970-01-01
4647,1970-01-01
4647,1971-01-01
4648,1970-01-01
4649,1970-01-01
4649,1971-01-01
4649,1972-01-01
4649,1973-01-01
4649,1974-01-01
4649,1976-01-01
4649,1977-01-01
4649,1978-01-01
4649,1979-01-01
4649,1980-01-01
4649,1981-01-01
4649,1982-01-01
4649,1983-01-01
4650,1970-01-01
4650,1971-01-01
4650,1972-01-01
4650,1973-01-01
4650,1974-01-01
4651,1970-01-01
4651,1977-01-01
4651,1979-01-01
4652,1970-01-01
4652,1971-01-01
4652,1972-01-01
4652,1973-01-01
4652,1974-01-01
4652,1975-01-01
4652,1976-01-01
4652,1977-01-01
4652,1978-01-01
4652,1979-01-01
4652,1980-01-01
4653,1970-01-01
4653,1971-01-01
4653,1972-01-01
4653,1975-01-01
4653,1976-01-01
4653,1978-01-01
4653,1979-01-01
4653,1980-01-01
4654,1970-01-01
4655,1970-01-01
4655,1971-01-01
4655,1972-01-01
4655,1973-01-01
4655,1974-01-01
4656,1970-01-01
4656,1972-01-01
4656,1974-01-01
4656,1975-01-01
4656,1978-01-01
4656,1979-01-01
4656,1983-01-01
4657,1970-01-01
4658,1970-01-01
4658,1976-01-01
4658,1979-01-01
4658,1980-01-01
4659,1970-01-01
4659,1971-01-01
4659,1972-01-01
4659,1973-01-01
4659,1974-01-01
4659,1975-01-01
4659,1976-01-01
4659,1977-01-01
4659,1978-01-01
4659,1979-01-01
4659,1980-01-01
4659,1981-01-01
4659,1982-01-01
4659,1983-01-01
4660,1970-01-01
4660,1971-01-01
4660,1972-01-01
4660,1973-01-01
4660,1974-01-01
4660,1975-01-01
4660,1976-01-01
4660,1977-01-01
4660,1978-01-01
4660,1979-01-01
4660,1980-01-01
4660,1981-01-01
4660,1982-01-01
4660,1983-01-01
4661,1970-01-01
4662,1970-01-01
4662,1971-01-01
4662,1972-01-01
4662,1973-01-01
4662,1974-01-01
4663,1970-01-01
4663,1971-01-01
4663,1972-01-01
4663,1973-01-01
4664,1970-01-01
4665,1970-01-01
4665,1971-01-01
4665,1973-01-01
4665,1974-01-01
4666,1970-01-01
4666,1971-01-01
4667,1970-01-01
4668,1970-01-01
4668,1971-01-01
4668,1972-01-01
4668,1973-01-01
4668,1974-01-01
4669,1970-01-01
4669,1971-01-01
4669,1972-01-01
4669,1973-01-01
